,CDCID,GenusName,InitialExposure,LastExposure,TotalCases,Exposurestate,ExposureState,ExposureCounty1,ExposureCounty2,ExposureCounty3,ExposureCounty4,ExposureCounty5,ExposureCounty6,ExposureCounty7,ExposureCounty8,ExposureCounty9,ExposureCounty10,ExposureCounty11,TEMP,SLP,WDSP,PRCP,RH,SLP-STP,MXSPD-WDSP,Median age,Immigrants,Households Median Income,%Food preparation,"%Farming, fishing, and forestry",Population Density
40,7754,Norovirus,2011-04-21,2011-04-21,29,FL,Florida,Lee,,,,,,,,,,,78.475,1019.033333,5.725,0.0,53.85352857,0.883333,6.8,44.70740505167444,43418.13893167098,49874.57531871454,6.8977507752457505,0.5158893490124767,776.9323316750811
41,7781,Norovirus,2011-05-27,2011-05-27,13,IL,Illinois,Kane,,,,,,,,,,,51.7,1014.9,9.1,0.04,62.96119531,26.1,4.9,34.27120628198798,29480.67062422112,69139.02198686133,4.390988459410786,0.19630042612356632,972.2201392676542
42,7793,Norovirus,2011-04-20,2011-04-22,21,AL,Alabama,Madison,,,,,,,,,,,67.21111111,1017.866667,6.233333333,0.383333333,79.02188859,24.8111114,9.222222227,37.05137896178462,21097.290750380358,56435.02828892009,4.652571166008812,0.18615119353653173,405.53224082306014
43,7801,Norovirus,2011-04-24,2011-04-27,197,MA,Massachusetts,Worcester,,,,,,,,,,,57.9125,1016.1625,5.5,0.1625,80.58203662,24.775,7.0125,38.607400052222644,32095.572292340177,64805.17151803936,4.742296704279502,0.2043908759916224,524.5871319283237
44,7868,Norovirus,2011-05-28,2011-05-28,11,MN,Minnesota,Kandiyohi,,,,,,,,,,,58.5,1016.8704833984375,9.2,0.0,74.99375589,56.085731506347656,8.9,39.42009303661334,2329.3906496933446,49621.36052430246,5.141552622565614,2.5719177732570886,52.59853358321121
45,7894,Norovirus,2011-04-09,2011-04-09,5,AZ,Arizona,Maricopa,,,,,,,,,,,50.80769231,1010.14,7.727272727,0.04875,67.34363699,41.84,7.036363633,34.219524425751125,205194.46438588796,55168.90632836981,5.535979194036739,0.24149668925773288,409.22723397048486
46,8235,Norovirus,2011-05-22,2011-05-22,10,CA,California,San Diego,,,,,,,,,,,60.2125,1013.761538,4.6125,0.0,74.23881846,19.1782047,5.34375,34.53965785079587,170880.5897723504,63588.657276118,5.68218840573203,0.5073243165770842,721.9020935246663
47,7959,Norovirus,2011-06-04,2011-06-04,80,GA,Georgia,Cobb,,,,,,,,,,,84.2,1019.3,3.6,0.0,52.75479,37.4,2.9,35.060029161688604,63628.03384397212,65349.4296748402,5.038998939924582,0.0957347692423754,2003.539197765377
48,7969,Norovirus,2011-06-18,2011-06-19,14,VA,Virginia,Stafford,,,,,,,,,,,74.55,1011.15,2.6,0.1475,83.04163689,3.525,4.4,34.21454302366395,14485.756628710093,93640.81898769888,4.035985517041804,0.04182594496476906,467.4667831365439
49,7981,Norovirus,2011-05-24,2011-05-24,5,TN,Tennessee,Hamilton,,,,,,,,,,,79.3,1013.6,6.8,0.0,55.17648483,24.1,6.2,39.12172215266315,17863.896856541192,45419.89280505986,6.542988058660393,0.14873539974314678,609.1689848530816
50,7990,Norovirus,2011-06-18,2011-06-18,23,CT,Connecticut,New Haven,,,,,,,,,,,67.6,1010.4,3.25,0.2725,79.70910515,9.433333,5.5,38.90374112504846,35261.52768740898,62097.87817538749,4.783188162726709,0.17540917587619623,1418.6252668423765
51,7992,Norovirus,2011-06-18,2011-06-18,21,CT,Connecticut,New Haven,,,,,,,,,,,67.6,1010.4,3.25,0.2725,79.70910515,9.433333,5.5,38.90374112504846,35261.52768740898,62097.87817538749,4.783188162726709,0.17540917587619623,1418.6252668423765
52,8037,Norovirus,2011-06-04,2011-06-04,17,MD,Maryland,Baltimore County,,,,,,,,,,,70.25,1018.9,4.2,0.0,46.372565,0.1,6.3,38.975903564045765,52209.6761276325,64707.05839325419,4.641496976932117,0.11124432736022125,1337.5991927422037
53,8100,Norovirus,2011-05-17,2011-05-17,11,OR,Oregon,Marion,,,,,,,,,,,51.55,1008.8,2.3,0.01,67.10981866,7.2,3.7,35.07420700748295,18966.542513634617,46019.91333452005,5.422858903055121,4.690833415798574,263.3116274899116
54,8101,Norovirus,2011-05-06,2011-05-22,16,OR,Oregon,Multnomah,,,,,,,,,,,54.01764706,1015.067647,3.973529412,0.14,66.4639188,2.326471,6.158823528,35.790565728373345,56861.063436438206,50100.752707755935,6.98377162833046,0.5835256049433207,1661.6673771757964
55,8163,Norovirus,2011-04-06,2011-04-14,25,NH,New Hampshire,Merrimack,,,,,,,,,,,46.24444444,1014.822222,5.433333333,0.115555556,51.62767263,12.766666,7.599999997,40.43468151259468,10070.348856770383,64274.96224806851,4.1014742805946405,0.5283608854506983,157.1419117843572
56,8464,Norovirus,2011-09-01,2011-09-05,49,ID,Idaho,Butte,,,,,,,,,,,61.48,1019.5746459960938,5.432932376861572,0.0,72.23393249511719,68.25715637207031,6.681475639343262,41.99537285496276,162.65905798100374,37565.506416077085,6.879423247944244,3.178043035858492,1.2765412649310426
57,8706,Norovirus,2011-10-04,2011-10-05,6,TN,Tennessee,Davidson,,,,,,,,,,,61.3,1024.1,1.55,0.0,57.90103618,21.95,4.5,33.92342342550644,47360.347465996296,46692.60798132337,5.791354464987604,0.08336276366245207,1227.1451386490462
58,8267,Norovirus,2011-07-28,2011-07-31,32,IL,Illinois,DeKalb,,,,,,,,,,,76.5125,1012.5303344726562,4.425,0.2,84.48341142,54.181846618652344,8.6,29.012081946921967,11910.591299452291,54547.78841391653,6.736893137905202,0.39817013631172254,165.50770501655722
59,8269,Norovirus,2011-06-23,2011-06-25,50,WI,Wisconsin,Chippewa,Eau Claire,Kenosha,Milwaukee,Racine,,,,,,,62.91111111,1007.147778,7.190740741,0.084861111,76.73428112,28.7111113,4.792592589,36.29220597559551,13474.03174562749,49542.28861965493,5.375546157058678,0.7682670852705786,1059.8953566423556
60,8282,Norovirus,2011-07-02,2011-07-07,22,MO,Missouri,Lincoln,,,,,,,,,,,79.045,1014.251667,3.573333333,0.068333333,71.27216215,19.7200003,6.714999997,35.279182778030936,2964.133190771747,53320.05299266948,4.66556721922612,0.7046904684838987,82.64189173881556
61,8283,Norovirus,2011-02-03,2011-02-07,48,ND,North Dakota,McKenzie,,,,,,,,,,,20.44,1016.4431762695312,9.56,0.0,84.9894856,33.63494873046875,7.04,38.677984610478845,434.84006614814245,48595.109591794106,6.953141112402524,1.5730700190084488,2.1828120610871666
62,8302,Norovirus,2011-07-29,2011-07-29,8,IL,Illinois,McHenry,,,,,,,,,,,78.55,1014.63,2.99,0.2,73.23951922,26.91,6.29,37.40454609597918,12550.920367353157,76548.31290957135,4.514258220398979,0.2423601699433907,509.310534937223
63,8314,Norovirus,2011-05-23,2011-05-25,8,AZ,Arizona,Maricopa,,,,,,,,,,,79.67179487,1008.633333,6.781818182,0.0,15.14788247,41.3466663,6.357575758,34.262034857098804,204217.27206387,55193.45452620199,5.554967960262302,0.24332560605945838,409.87057820756405
64,8362,Norovirus,2011-07-14,2011-07-14,6,OR,Oregon,Marion,,,,,,,,,,,61.7,1014.0,4.6,0.0,68.68825052,7.1,5.3,35.08975744968049,18646.050370397814,46039.19631323139,5.42901352480796,4.725863993721533,263.73047720884335
65,8473,Norovirus,2011-09-05,2011-09-05,15,IL,Illinois,Montgomery,,,,,,,,,,,62.8,1016.271240234375,11.6,0.0,56.92278158,39.625205993652344,7.4,41.21356252490293,2661.0581605298426,41585.18549802619,5.406248914264726,1.315545275421163,42.87338866882013
66,8489,Norovirus,2011-09-01,2011-09-01,29,MN,Minnesota,Anoka,,,,,,,,,,,78.9,1015.6126708984375,6.5,0.0,80.56982513,9.751388549804688,7.5,36.57889604411928,20438.519028822415,68969.43211990334,3.896965691155317,0.16535338141526157,777.3500848207701
67,8496,Norovirus,2011-09-08,2011-09-09,35,IL,Illinois,Cook,,,,,,,,,,,65.5375,1016.725,11.4125,0.05,73.10063562,22.6416667,7.6,35.176538463223324,172746.34123163053,54475.22033455736,5.450975999694477,0.10234102594915567,5478.563216426726
68,8510,Norovirus,2011-01-18,2011-01-26,15,VA,Virginia,Richmond,,,,,,,,,,,31.94666667,1016.277778,6.48,0.034444444,38.43162606,4.167778,5.61333333,42.69393285401666,734.5094718299274,42389.158107520976,6.242952154798886,3.347950917053678,48.71876386516012
69,8518,Norovirus,2011-02-11,2011-02-12,319,VA,Virginia,Montgomery,,,,,,,,,,,26.5,1018.8242797851562,4.9,0.0,53.33200981,38.1834716796875,10.15,25.98151885702338,15153.264255699225,43556.96633617957,8.3779191663625,0.35067952740021224,239.33325977787476
70,8525,Norovirus,2011-09-13,2011-09-14,50,IL,Illinois,Lake,,,,,,,,,,,63.125,1014.25,7.575,0.0,62.48808442,26.5,5.4,36.314278767914246,38369.43231518529,79544.24218068577,4.241908202841513,0.1742834243321555,1577.3684485942167
71,8528,Norovirus,2011-09-03,2011-09-03,115,OH,Ohio,Belmont,,,,,,,,,,,81.74,1013.76,2.14,0.0,39.96252498,38.89,2.96,43.21508939380757,3137.959097311432,38958.77243155411,6.751523608705283,0.29963377824274356,132.26216529036932
72,8535,Norovirus,2011-09-16,2011-09-18,37,IL,Illinois,St. Clair,,,,,,,,,,,60.5,1022.333333,2.95,0.123333333,67.91681115,15.966666,4.866666667,36.84275401938587,14480.051907142495,49820.5631784882,6.19501617311253,0.3595985987570871,407.0512175401928
73,8537,Norovirus,2011-08-20,2011-08-20,7,GA,Georgia,Fulton,,,,,,,,,,,83.0,1013.1,2.9,0.0,61.76487466,29.2,9.1,34.05849385523423,87635.61760687717,57322.881273470615,5.733726045707305,0.18813357410882803,1708.6668921901949
74,8543,Norovirus,2011-09-10,2011-09-10,35,MN,Minnesota,Dakota,,,,,,,,,,,71.1,1013.97412109375,1.05,0.0,65.40876587,40.20541763305664,4.95,36.28641255380391,24667.052315404362,73714.52023284862,4.290903397668295,0.293160328445539,703.7211264118396
75,8571,Norovirus,2011-09-18,2011-09-19,9,MN,Minnesota,Chisago,,,,,,,,,,,55.8,1018.879150390625,3.9,0.03,79.0450688,55.440731048583984,6.55,37.75356972536421,4369.768294384831,66865.9623721677,4.382474362274711,0.5618953029895296,128.33349666497244
76,8607,Norovirus,2011-09-06,2011-09-08,9,PA,Pennsylvania,Allegheny,,,,,,,,,,,63.11666667,1014.533333,5.066666667,0.346666667,83.05370416,44.7999997,6.266666663,41.17776349351305,51121.194565671794,49368.52777395787,6.255128753691573,0.07227984840955136,1675.5969606080514
77,8972,Norovirus,2011-11-24,2011-11-24,14,IL,Illinois,DuPage,,,,,,,,,,,41.7,1022.25,10.35,0.0,85.06977815,26.35,6.15,37.75309707564978,55411.153557179015,77469.16982386034,4.160244588789556,0.09970916335579466,2790.347782573741
78,8755,Norovirus,2011-10-14,2011-10-14,11,ID,Idaho,Ada,,,,,,,,,,,59.2,1014.7,2.0,0.0,49.86452985,99.7,3.1,34.65414893700118,27754.494370819546,55284.62939093995,5.5773378626727235,0.5155606014139694,367.3405187906207
79,8759,Norovirus,2011-10-14,2011-10-14,32,KS,Kansas,Johnson,,,,,,,,,,,58.4,1012.85,6.65,0.0,39.71980868,38.4,7.3,36.27026691485161,35981.91810499249,74572.08615932407,4.4986513280300064,0.13846443072673675,1134.9130376610353
80,8803,Norovirus,2011-10-15,2011-10-15,12,WI,Wisconsin,Dane,,,,,,,,,,,52.4,1007.0,9.9,0.0,52.21548265,31.3,6.0,34.28699025005745,34637.72350451573,61801.83775551091,5.228838169387927,0.4202441840503093,403.0769661002304
81,8828,Norovirus,2011-10-27,2011-10-27,60,OK,Oklahoma,Osage,,,,,,,,,,,54.0,1018.6,7.7,0.0,54.14006605,25.6,3.4,40.641557419972955,4028.5209256944313,42867.96615905764,5.051108472415911,0.7223004871942829,21.061470729460968
82,8833,Norovirus,2011-03-22,2011-03-22,6,WA,Washington,King,,,,,,,,,,,44.675,1012.975,6.4,0.0075,68.25288497,6.208333,5.3,36.91126112306536,123261.91811391988,68900.66941288424,5.2948151595208115,0.2344757676246435,891.1654445408723
83,8835,Norovirus,2011-05-08,2011-05-08,5,WA,Washington,King,,,,,,,,,,,48.825,1012.525,3.475,0.035,75.80465565,6.258333,6.7,36.92169846715149,122756.92937239479,69301.0700135008,5.30282799529678,0.2365438085078911,892.8937013793585
84,8883,Norovirus,2011-10-20,2011-10-20,28,OR,Oregon,Klamath,,,,,,,,,,,46.7,1018.5,1.8,0.0,62.79222174,140.8,9.3,41.60575542062331,4598.178973792477,41822.415703640996,6.988504964432435,3.8891370503725526,11.200117315939824
85,8911,Norovirus,2011-09-11,2011-09-11,6,WA,Washington,Thurston,,,,,,,,,,,67.7,1011.4,2.7,0.0,60.42835971,7.2,4.3,38.395486700399154,20485.822192531155,62698.626935343134,4.738008535555013,0.6698977223743691,342.08365224860785
86,8923,Norovirus,2011-10-22,2011-10-22,17,WA,Washington,King,,,,,,,,,,,57.0,1022.025,7.95,0.055,92.23171432,6.291667,5.775,36.974247209382106,122299.22663465023,70304.32281569041,5.3148575300338425,0.24166555746850998,899.282159591424
87,8926,Norovirus,2011-11-04,2011-11-05,19,NY,New York,Chautauqua,,,,,,,,,,,40.71666667,1025.4,8.3,0.0,58.65285728,44.8,5.98333333,40.4811316521171,6067.332453215813,41332.10956768035,6.362659478063893,1.235914826295485,127.39926313339905
88,8931,Norovirus,2011-11-12,2011-11-12,7,MN,Minnesota,Goodhue,,,,,,,,,,,44.2,1015.0682373046875,7.3,0.0,47.66203657,82.74893188476562,11.7,41.23307762043102,2987.5173637575976,56219.230327354446,4.759209324681783,1.7901166822930947,60.82940544371698
89,8933,Norovirus,2011-11-06,2011-11-06,10,MN,Minnesota,Dakota,,,,,,,,,,,49.15,1013.97412109375,12.6,0.0,70.5691798,40.20541763305664,8.4,36.34262947390976,24540.66975942663,73738.88058949304,4.31614585047945,0.294076132627355,704.5748158656033
90,9022,Norovirus,2011-11-21,2011-11-22,12,IL,Illinois,DuPage,,,,,,,,,,,41.575,1021.925,8.575,0.0,76.2829687,26.55,4.625,37.74993761479266,55410.15700601057,77460.48167469742,4.159226845718582,0.09979386714549976,2790.2703347712722
91,9036,Norovirus,2011-11-18,2011-11-18,8,MN,Minnesota,Hennepin,,,,,,,,,,,38.23333333,1007.566667,8.5,0.0,45.55288838,32.5000003,5.13333333,35.90282810789102,75371.8021784636,62862.428694998714,5.305382834585627,0.16650322174766563,2068.1574360981754
92,9057,Norovirus,2011-11-30,2011-12-04,33,IL,Illinois,Cook,,,,,,,,,,,39.63,1022.31,9.825,0.021666667,67.61811777,23.5233333,7.41,35.194203229874404,172411.77530406453,54572.61169127163,5.47105149045222,0.10409966152959212,5481.597603167928
93,9114,Norovirus,2011-12-07,2011-12-08,13,NY,New York,Madison,,,,,,,,,,,35.465,1013.925,6.945,0.145,63.27091616,17.98,6.495,38.877561827430696,5455.822269523326,53570.52963451095,4.459187216988258,1.115282927135109,111.71970793606357
94,9121,Norovirus,2011-11-20,2011-11-20,6,MN,Minnesota,Anoka,,,,,,,,,,,21.7,1015.6126708984375,6.1,0.0,83.90549015,9.751388549804688,8.9,36.657350745883704,20496.276338683077,69071.17656544842,3.913286073428863,0.16588797653431447,778.3763442710998
95,9123,Norovirus,2011-12-03,2011-12-03,62,MN,Minnesota,St. Louis,,,,,,,,,,,28.4875,1016.05,7.7875,0.0,65.61761665,47.525,6.325,40.69289995498658,11629.525056938577,45332.70898004514,7.108800651119649,0.514234441243377,31.98463630668087
96,9143,Norovirus,2011-10-04,2011-10-06,15,NH,New Hampshire,Rockingham,,,,,,,,,,,54.08333333,1017.941667,8.841666667,0.3925,66.70840814,6.591667,6.583333333,41.79497620286801,13724.888678959554,77135.08737818211,4.900923834766417,0.2739418171691644,424.6592176943984
97,9160,Norovirus,2011-12-16,2011-12-16,30,IL,Illinois,Clark,,,,,,,,,,,33.59,1027.54,6.28,0.02,73.8653421,20.42,7.82,42.17241839308846,559.9319334413923,47900.17667916737,5.762536372430004,2.9204577441191084,32.79872074289485
98,9164,Norovirus,2011-04-06,2011-04-06,136,CA,California,Solano,,,,,,,,,,,57.46666667,1015.0,8.166666667,0.003333333,62.67133281,3.3,12.16666666,36.517839638368756,26675.786304317367,69069.25229623677,5.00383187129392,0.835255782623014,499.2865504739516
99,9170,Norovirus,2011-12-14,2011-12-14,11,IL,Illinois,Champaign,,,,,,,,,,,47.0,1021.5,8.5,0.075,98.68897794,29.05,9.95,28.589503516307033,21557.84629427344,44452.68071705604,7.009679603513584,0.38807394861670236,200.11824196278263
