,Unnamed: 0.1,Unnamed: 0,CDCID,GenusName,InitialExposure,LastExposure,TotalCases,Exposurestate,ExposureState,ExposureCounty1,ExposureCounty2,ExposureCounty3,ExposureCounty4,ExposureCounty5,ExposureCounty6,ExposureCounty7,ExposureCounty8,ExposureCounty9,ExposureCounty10,ExposureCounty11,ExposureCounty12,ExposureCounty13,ExposureCounty14,ExposureCounty15,ExposureCounty16,ExposureCounty17,ExposureCounty18,ExposureCounty19,TEMP,SLP,WDSP,PRCP,RH,SLP-STP,MXSPD-WDSP,Median age,Immigrants,Households Median Income,%Food preparation,"%Farming, fishing, and forestry",Population Density
52,248,300,21122,Salmonella,2014-10-25,2014-10-29,11,IL,Illinois,Cook,,,,,,,,,,,,,,,,,,,57.66666667,1012.03,11.00333333,0.011666667,52.33880345,22.4366667,8.77,35.664529748529326,175528.85753773557,54774.68380346957,5.6437902970829485,0.0889249018710715,5527.247753597883
53,249,301,21147,Salmonella,2014-11-28,2014-11-29,6,IA,Iowa,Johnson,,,,,,,,,,,,,,,,,,,27.8,1013.75,5.6,0.0,83.80004113,25.45,3.45,29.68590842605568,16401.459114821024,54845.20285874204,7.556545916627359,0.4506548276754234,222.38828810990805
54,251,304,21623,Salmonella,2014-09-16,2014-09-18,25,HI,Hawaii,Kauai,,,,,,,,,,,,,,,,,,,80.31666667,1014.033333,5.683333333,0.03,71.80825937,2.783333,4.616666667,41.52782059784702,3115.930044517301,62396.00393383701,9.66170409855884,2.200886083482807,110.45524856857789
55,256,309,230418,Salmonella,2014-09-27,2014-09-29,5,WA,Washington,Pierce,,,,,,,,,,,,,,,,,,,57.475,1017.0,3.05,0.106666667,83.62584526,11.588889,7.53888889,35.81101709725706,57553.16078385704,59606.0188803788,5.540912614881744,0.3898766403608447,485.5804524944862
56,263,316,262188,Salmonella,2014-11-11,2014-11-15,145,MA,Massachusetts,Hampden,,,,,,,,,,,,,,,,,,,40.81,1018.11,4.6,0.024,67.67116771,10.11,8.0,38.70275204534377,18420.05555882828,49897.75900644969,6.209004390263066,0.3878230386372234,755.464494076509
57,268,323,262464,Salmonella,2014-10-20,2014-11-19,11,MI,Michigan,Barry,Calhoun,Jackson,Kalamazoo,Oakland,,,,,,,,,,,,,,,40.8643318,1016.885419,7.72562212,0.02850384,67.09413097,33.6091978,6.59142857,39.36540141271975,22485.226832317872,50930.949424194616,6.114054222436689,0.5815087326802595,477.0031707546402
58,270,326,262619,Salmonella,2014-11-08,2014-11-08,27,SC,South Carolina,Aiken,,,,,,,,,,,,,,,,,,,44.9,1015.1129150390624,0.8,0.0,75.40205726,29.564786911010746,5.2,40.54767520118588,9157.913125269391,45472.15295797593,5.603711742494484,1.1782402190336931,152.0375338441572
59,273,329,262853,Salmonella,2014-10-08,2014-12-05,7,WA,Washington,King,,,,,,,,,,,,,,,,,,,50.43361582,1015.965395,4.90240113,0.135776836,72.81376762,6.348446,5.8470339,37.187350515970856,130680.68342045402,72794.74516129792,5.6004716327901525,0.2943134766668885,947.0800432420418
60,289,348,264898,Salmonella,2014-11-01,2014-11-01,12,CA,California,Santa Clara,,,,,,,,,,,,,,,,,,,57.1,1010.6,3.525,0.216666667,81.98220251,3.425,6.95,36.5627956461601,100556.98906459165,93485.84801431138,4.544240426476888,0.385041071302324,1423.5614916101615
61,314,378,266116,Salmonella,2015-09-06,2015-09-19,7,IL,Illinois,Cook,,,,,,,,,,,,,,,,,,,69.53809524,1015.607143,9.05952381,0.143214286,66.14170405,22.2880954,8.32857143,35.842442937511706,178921.10282642045,55040.43520499764,5.652495380642987,0.0911553031139412,5538.986632879612
62,316,380,266126,Salmonella,2015-10-02,2015-10-19,19,IL,Illinois,Kane,,,,,,,,,,,,,,,,,,,54.39444444,1019.422222,8.355555556,0.003888889,62.89593848,26.072222,7.205555554,35.81963014847896,26220.923254838257,70680.92841526437,5.120407667674267,0.2468607809181013,1008.257954593304
63,317,381,266136,Salmonella,2015-10-02,2015-10-04,5,TX,Texas,Galveston,,,,,,,,,,,,,,,,,,,72.82,1012.777778,8.473333333,0.0,60.33569972,0.177778,8.684999997,37.48124180938089,23413.87913465965,62164.545420203554,5.40520697553207,0.4209117974133782,810.6420533758765
64,319,383,266193,Salmonella,2015-10-16,2015-10-16,21,OR,Oregon,Union,,,,,,,,,,,,,,,,,,,52.2,1013.7411499023438,0.9,0.0,44.6244371,34.016265869140625,4.2,40.05842192689234,1710.7812013839018,43602.89171382363,5.152975507276895,3.516172810103616,12.639487094905064
65,320,384,266198,Salmonella,2015-10-20,2015-10-27,10,VA,Virginia,Essex,,,,,,,,,,,,,,,,,,,55.65,1014.5240478515624,1.65,0.0,60.09658104,47.10774993896485,5.225,44.70090269573514,491.3721547771359,42190.234051615655,9.606721945732428,1.9396799968506548,43.37800799157122
66,321,385,266221,Salmonella,2015-09-26,2015-09-27,10,WI,Wisconsin,Sauk,,,,,,,,,,,,,,,,,,,63.6,1020.7,4.225,0.0,75.74981732,29.75,4.7,40.692458347647246,2935.9808159711115,50787.22265761794,8.611914099590791,1.7908046203198869,75.7036715033199
67,323,387,266290,Salmonella,2015-10-04,2015-10-04,48,TX,Texas,Parker,,,,,,,,,,,,,,,,,,,67.7,1014.4,4.4,0.0,48.737089,34.1,2.6,39.61776837639516,9275.125227249238,66828.68588956344,4.2600647297821,0.5039576140212518,133.88596911375242
68,325,389,266336,Salmonella,2015-10-25,2015-10-25,18,FL,Florida,Alachua,,,,,,,,,,,,,,,,,,,72.7,1018.1,4.1,0.0,76.57025445,5.8,7.0,30.749813001013788,27850.553390374724,42791.50648661778,6.955137136374227,0.4569624157374639,290.0185839890286
69,327,391,266367,Salmonella,2015-11-11,2015-11-11,14,OH,Ohio,Butler,,,,,,,,,,,,,,,,,,,43.3,1017.3,1.65,0.03,77.35806154,23.1,5.35,36.36965262548033,23479.92790895402,57391.981839254586,6.496402453362347,0.1212621935594081,797.2788252372469
70,329,393,266676,Salmonella,2015-11-21,2015-11-21,20,FL,Florida,Polk,,,,,,,,,,,,,,,,,,,73.7,1014.7,3.066666667,0.046666667,87.55256175,5.133333,4.9,40.297320157955774,35427.75042404655,43118.60338133301,6.731373936994999,1.5158838047378282,347.9632227881769
71,334,399,267008,Salmonella,2015-11-14,2015-11-14,5,FL,Florida,Bradford,,,,,,,,,,,,,,,,,,,58.2,1013.8703002929688,5.9,0.0,56.26187293,25.67048454284668,7.1,39.545983426662346,2535.6273854798646,41421.86394890817,2.92314064038201,0.15689948971052,92.74444558826038
